class_id,class_name,length_samples,duration_s,mag_peak,mag_energy,mag_rms,mag_mean,mag_std,mag_iqr,mag_ptp,x_std,y_std,z_std,x_ptp,y_ptp,z_ptp,x_absmean,y_absmean,z_absmean,x_energy,y_energy,z_energy,corr_xy,corr_xz,corr_yz,peak_pos_ratio
0,小型车,64,1.28,146.29251098632812,253208.0,62.899723052978516,43.25473403930664,45.66621780395508,71.62080383300781,143.05213928222656,47.895626068115234,26.26837158203125,14.754203796386719,160.0,117.0,57.0,32.90625,17.9375,10.90625,191442.0,44204.0,17562.0,0.07876053879840378,-0.43032842271580657,-0.7015032893688196,0.2222222222222222
0,小型车,57,1.14,117.78369903564453,185131.0,56.99045944213867,43.87701416015625,36.36921691894531,57.061038970947266,112.12684631347656,43.86689758300781,27.442453384399414,16.927978515625,158.0,104.0,54.0,32.824562072753906,18.157894134521484,12.82456111907959,114411.0,49137.0,21583.0,0.08233133559948079,-0.41222966339966766,-0.8633262786699815,0.5892857142857143
0,小型车,58,1.16,231.35523986816406,599035.5,101.62774658203125,74.51897430419922,69.10223388671875,84.32598114013672,216.34690856933594,73.85200500488281,42.32501220703125,35.5255241394043,249.0,182.0,112.0,52.2931022644043,30.586206436157227,25.482759475708008,404791.0,105484.5,88760.0,0.07098255559759545,-0.5989058100010783,-0.5351696140952606,0.49122807017543857
0,小型车,65,1.3,77.49193572998047,91209.0,37.45951461791992,26.230283737182617,26.742990493774414,35.09602737426758,74.17530822753906,23.917884826660156,16.85295867919922,20.81922149658203,113.0,73.0,70.0,14.723076820373535,11.338461875915527,14.753846168518066,38281.0,19011.0,33917.0,0.11761708731951176,0.11943695395690722,-0.5090883410759421,0.421875
0,小型车,64,1.28,86.63717651367188,66101.0,32.13764190673828,21.06194305419922,24.273910522460938,21.722259521484375,85.22296142578125,23.85222625732422,14.30320930480957,13.167045593261719,101.0,75.0,44.0,13.5625,7.703125,9.75,39194.0,13459.0,13448.0,-0.1697846828250246,-0.600974726201817,-0.13063456440970891,0.5079365079365079
0,小型车,61,1.22,127.88666534423828,151217.0,49.78923034667969,32.267574310302734,37.917945861816406,32.308895111083984,126.88666534423828,35.65559005737305,16.360984802246094,22.809341430664062,114.0,79.0,73.0,20.19672203063965,10.26229476928711,17.459016799926758,99382.0,16400.0,35435.0,0.19919660011445697,-0.8124539908763195,-0.5141439596103016,0.45
0,小型车,68,1.36,204.26942443847656,583709.0,92.64964294433594,61.86162185668945,68.97171020507812,102.18285369873047,201.26942443847656,74.11328125,43.24264144897461,29.637516021728516,338.0,199.0,115.0,49.14706039428711,23.66176414489746,17.5,380964.0,131523.0,71222.0,0.1035677517521818,0.4573449461731049,-0.5592598745740582,0.5373134328358209
0,小型车,80,1.6,268.2927551269531,763896.0,97.71745300292969,56.98827362060547,79.37906646728516,81.3493423461914,266.8785400390625,77.14384460449219,50.76253890991211,27.882112503051758,410.0,253.0,122.0,41.98749923706055,26.950000762939453,13.662500381469727,484977.0,208746.0,70173.0,-0.09816701743108013,0.6032465236252217,0.5112164008779682,0.46835443037974683
0,小型车,112,2.24,44.05678176879883,66232.0,24.317834854125977,20.483402252197266,13.106768608093262,25.054649353027344,39.58464431762695,16.75984764099121,11.22813892364502,11.326764106750488,60.0,44.0,50.0,12.25,9.125,7.232142925262451,35860.0,14290.0,16082.0,-0.15718852633436467,0.24618771874952297,-0.4633758493309279,0.6486486486486487
0,小型车,89,1.78,136.04779052734375,306298.0,58.664730072021484,36.39466857910156,46.01063919067383,52.604312896728516,134.04779052734375,44.08463668823242,31.854671478271484,18.763944625854492,219.0,148.0,71.0,26.393259048461914,16.16853904724121,10.786517143249512,174997.0,93407.0,37894.0,0.010841308281660298,0.5553896937103494,-0.578007206597554,0.5113636363636364
0,小型车,64,1.28,155.44451904296875,158865.0,49.82234191894531,28.2680606842041,41.026607513427734,25.451583862304688,153.2084503173828,38.22706604003906,21.96979522705078,14.179986953735352,158.0,120.0,51.0,19.09375,13.65625,10.609375,111080.0,30900.0,16885.0,-0.08633518761759008,-0.7172823676161781,-0.16256011129344092,0.5079365079365079
0,小型车,64,1.28,212.15383911132812,366586.0,75.68292999267578,44.068275451660156,61.52961349487305,47.37520217895508,209.4612579345703,58.90921401977539,28.75428009033203,18.730796813964844,210.0,125.0,72.0,33.5,18.3125,13.34375,286488.0,53516.0,26582.0,-0.2031575397342903,-0.8579964464563137,-0.2050817092663864,0.2698412698412698
0,小型车,109,2.18,124.711669921875,250257.0,47.915924072265625,30.436386108398438,37.007598876953125,37.812496185302734,122.47560119628906,35.167911529541016,16.349803924560547,20.859567642211914,122.0,76.0,82.0,22.990825653076172,11.422018051147461,10.091743469238281,164534.0,29627.0,56096.0,0.23367557383391577,-0.8584884597496729,-0.37281196812809025,0.6018518518518519
0,小型车,67,1.34,143.6697540283203,317249.0,68.811767578125,49.99726867675781,47.27931213378906,80.48027801513672,136.6697540283203,50.92875289916992,32.67557907104492,13.550167083740234,155.0,123.0,40.0,37.238807678222656,23.53731346130371,10.611940383911133,227491.0,74735.0,15023.0,-0.22712719804036102,-0.5344328523779804,0.8642957289893809,0.4090909090909091
0,小型车,84,1.68,37.097843170166016,23485.0,16.720745086669922,14.006129264831543,9.1329984664917,9.991700172424316,32.48807144165039,8.331836700439453,3.8368072509765625,13.315267562866211,28.0,16.0,46.0,7.11904764175415,2.7857143878936768,10.892857551574707,5960.0,1264.0,16261.0,0.2262597753561965,-0.6982805669672277,-0.6627871557729549,0.4939759036144578
0,小型车,64,1.28,115.55950927734375,124234.0,44.058555603027344,27.961700439453125,34.04848861694336,31.969064712524414,113.55950927734375,30.321969985961914,18.880373001098633,20.31023406982422,120.0,84.0,69.0,17.4375,12.296875,13.296875,69452.0,22961.0,31821.0,0.0918172225593831,-0.6844906009243075,-0.660967466175464,0.5873015873015873
0,小型车,79,1.58,143.30735778808594,195780.0,49.781803131103516,31.362957000732422,38.65996551513672,22.650663375854492,139.56570434570312,38.960662841796875,25.72468376159668,14.206625938415527,203.0,136.0,50.0,23.35443115234375,14.164556503295898,9.822784423828125,124131.0,53535.0,18114.0,0.0424778634017957,-0.41080907039006875,-0.6069408018860079,0.44871794871794873
