k,t,x,y,z
8196,163.92,-734,-2130,-1680
8197,163.94,-734,-2130,-1680
8198,163.96,-734,-2130,-1680
8199,163.98,-734,-2130,-1680
8200,164,-733,-2130,-1680
8201,164.02,-733,-2129,-1680
8202,164.04,-734,-2128,-1680
8203,164.06,-734,-2128,-1680
8204,164.08,-735,-2129,-1679
8205,164.1,-736,-2131,-1678
8206,164.12,-736,-2132,-1678
8207,164.14,-736,-2132,-1679
8208,164.16,-736,-2132,-1679
8209,164.18,-736,-2131,-1679
8210,164.2,-736,-2130,-1681
8211,164.22,-736,-2130,-1682
8212,164.24,-736,-2130,-1682
8213,164.26,-738,-2128,-1680
8214,164.28,-736,-2125,-1678
8215,164.3,-736,-2130,-1682
8216,164.32,-736,-2133,-1684
8217,164.34,-733,-2130,-1681
8218,164.36,-734,-2130,-1680
8219,164.38,-734,-2130,-1680
8220,164.4,-734,-2129,-1680
8221,164.42,-734,-2128,-1680
8222,164.44,-733,-2128,-1681
8223,164.46,-733,-2128,-1682
8224,164.48,-734,-2128,-1682
8225,164.5,-734,-2128,-1682
8226,164.52,-735,-2128,-1680
8227,164.54,-736,-2128,-1678
