t,Bx,By,Bz
250.78,-640.638196471326,-2450.40166817579,-2518.98988378892
250.8,-640.650941448715,-2450.40274400815,-2517.99284254321
250.82,-640.664167724823,-2449.40398832848,-2518.99455535256
250.84,-639.679533269495,-2448.40527758131,-2518.99623366187
250.86,-638.695524908964,-2448.40748472295,-2518.99701682914
250.88,-638.710955189535,-2449.41014029142,-2519.99670180684
250.9,-638.725026571935,-2450.41449423906,-2519.99656743735
250.92,-638.742066555242,-2450.41664595529,-2520.99659125679
250.94,-631.051768783822,-2447.20705502413,-2515.42073267841
250.96,-623.578858513416,-2443.26726987864,-2508.57392269107
250.98,-614.561122020093,-2437.72619388629,-2501.15742723184
251,-606.740309699087,-2431.98233791297,-2492.57868003484
251.02,-604.243754890119,-2423.96168190897,-2485.65147025898
251.04,-604.70774908412,-2414.77085147013,-2480.10874263049
251.06,-607.753940344739,-2407.12250290032,-2474.08382302542
251.08,-613.946917138441,-2400.67883033965,-2468.48015492359
251.1,-623.228825730904,-2403.05541713877,-2469.65752934514
251.12,-625.820476753657,-2406.44479022518,-2470.96901589124
251.14,-627.094703131493,-2410.24893018794,-2471.43917186856
251.16,-626.689328173374,-2414.73402281863,-2471.74547829621
251.18,-624.715691739793,-2417.18221815079,-2472.91151542066
251.2,-621.97383524479,-2418.58701923122,-2473.2363220265
251.22,-617.95959102871,-2417.91120887303,-2473.84766760232
251.24,-613.673173119089,-2415.88894706538,-2473.5929181739
251.26,-612.564004051094,-2413.53274777442,-2474.61526645161
251.28,-613.76030680924,-2409.82729142828,-2477.16079362517
251.3,-614.908542542491,-2405.46879485792,-2479.19304928987
251.32,-618.00108684155,-2401.04913736105,-2480.9216418764
251.34,-623.761543102859,-2397.25018523648,-2484.74907949263
251.36,-630.171997604205,-2395.93341641236,-2491.1667043277
251.38,-637.196626703077,-2396.30754591079,-2496.37380351637
251.4,-643.140526976874,-2396.74054309328,-2500.27104838254
251.42,-645.937586042325,-2397.8164281339,-2503.7028182667
251.44,-648.023913889428,-2399.22278638145,-2506.47283870847
251.46,-649.561503843083,-2399.56162365553,-2509.11314825179
251.48,-653.616267530656,-2398.89969326036,-2513.87174338053
251.5,-658.685212109602,-2401.26505208326,-2516.53632061252
251.52,-658.546708028133,-2404.56668268858,-2512.95357648608
251.54,-657.937582555245,-2405.84913473898,-2519.0097360593
251.56,-662.268276431671,-2404.33069347148,-2525.42344862247
251.58,-668.342021256222,-2402.46794955004,-2523.98165304344
251.6,-674.785213272756,-2402.52227616403,-2525.26922700137
251.62,-681.054191342205,-2404.03130639726,-2527.113286383
251.64,-686.767119356508,-2406.66830053824,-2528.61134129333
251.66,-689.385297839231,-2411.88502449432,-2529.11688970735
251.68,-688.518834447814,-2418.50530655886,-2528.05073981
251.7,-683.632660194815,-2425.03054199644,-2526.64910172389
251.72,-676.175439259063,-2430.27343548853,-2527.06174217207
251.74,-662.56276603904,-2436.31825494348,-2524.8617549396
251.76,-650.135954025409,-2440.46291650561,-2522.49628134546
251.78,-640.152507177795,-2443.53941699745,-2520.44294906902
251.8,-633.523078749346,-2444.41236139195,-2517.84761606852
251.82,-631.156324621006,-2444.06835321503,-2515.70451012016
251.84,-631.81996674579,-2444.71478050444,-2514.94878463298
251.86,-634.194342349466,-2446.3856700854,-2514.43945470735
251.88,-637.389793148413,-2449.81180127094,-2513.97965491014
251.9,-638.393478531193,-2450.82429697879,-2514.97475917963
251.92,-639.397855386641,-2450.83635113892,-2516.96925613764
251.94,-639.40180622269,-2450.84635480567,-2516.96378411108
251.96,-640.405192210044,-2450.85577252096,-2515.95647782217
251.98,-640.407966844258,-2450.86384327009,-2515.94855467281
252,-639.41042387129,-2450.87095504359,-2514.94142672992
252.02,-639.411927950583,-2450.87757413233,-2513.9338936542
252.04,-639.413847603427,-2450.88368355677,-2513.92727572498
252.06,-639.417213625032,-2450.89035990548,-2513.92038412697
252.08,-639.424120383902,-2450.89569062008,-2514.91227426362
252.1,-639.430071907174,-2450.90126266814,-2515.90356547517
252.12,-638.435882929445,-2450.90551087136,-2515.89410074715
252.14,-637.440154096103,-2450.90752728562,-2515.88344968949
252.16,-638.444380249934,-2450.90913463909,-2515.87042923833
252.18,-638.447180464947,-2451.91093702935,-2516.85883660054
252.2,-638.451319564469,-2452.91376620594,-2516.84837849759
252.22,-639.454422189206,-2452.91562639643,-2515.83682721443
252.24,-639.45728766688,-2452.91527500049,-2516.82632023376
252.26,-639.458378519623,-2452.91418168867,-2517.81476914376
252.28,-639.460521063799,-2452.9145869679,-2516.80360411372
252.3,-639.461032310389,-2452.91428559579,-2515.79463714603
252.32,-638.460362834979,-2452.91694646346,-2515.78649595669
252.34,-636.458579853915,-2453.91797163853,-2516.77943971604
252.36,-637.456941629723,-2451.91775662132,-2515.77306094448
252.38,-637.455216422067,-2450.91949163276,-2513.76526476547
252.4,-639.453209421758,-2452.92079360949,-2511.75679949451
252.42,-640.453618932035,-2451.9209195153,-2512.74818882774
252.44,-637.453828938015,-2449.91909542511,-2515.73870800838
252.46,-637.45255284257,-2448.91673633705,-2515.72941357427
252.48,-637.451521220339,-2448.91340059358,-2514.71987811361
252.5,-637.450411887096,-2449.9106743408,-2513.71094965235
252.52,-637.448187218783,-2451.90689042894,-2513.70201501985
252.54,-637.443628124768,-2451.90303503154,-2512.69364092926
252.56,-637.438190790268,-2450.89984650694,-2512.68633204609
252.58,-637.433029953472,-2451.89578176291,-2513.67884377808
252.6,-638.426333145975,-2452.89082875721,-2513.67379716406
252.62,-640.419488900141,-2452.88562050618,-2513.66948444736
252.64,-641.414444194269,-2452.88106295396,-2512.66447315359
252.66,-641.407951678533,-2452.87636181059,-2511.65876231125
252.68,-641.401765117988,-2452.87215675353,-2512.65301400466
252.7,-641.396093891147,-2451.86975668549,-2513.64627550966
252.72,-641.389971222552,-2450.86624379773,-2513.63922665063
252.74,-641.383299658716,-2449.86106307326,-2512.63255899
252.76,-640.377487429792,-2448.85620567142,-2513.62342842178
252.78,-637.371252878725,-2448.85153838933,-2512.61449871815
252.8,-639.362255913847,-2451.84645991568,-2513.6067430231
252.82,-639.354472108768,-2451.84255015379,-2513.5997396053
252.84,-635.346041632718,-2451.83981934911,-2511.59058342991
252.86,-635.337496006863,-2453.83526798034,-2513.57906148933
252.88,-637.330533525967,-2452.83024063889,-2514.56733333977
252.9,-638.320943216838,-2451.82619393321,-2515.55806293604
252.92,-637.311812793514,-2451.82069893638,-2515.5475334431
252.94,-638.302797702054,-2452.81370996914,-2512.53863792715
252.96,-636.29669809856,-2450.80742061095,-2513.52835220295
252.98,-636.29310805515,-2450.80249944697,-2515.51626617626
253,-637.289991946269,-2455.79665065792,-2513.505034415
253.02,-637.289004425387,-2455.79201553508,-2514.49515455469
253.04,-638.288065740968,-2452.78532349558,-2515.48417175592
253.06,-638.286919854037,-2452.77887958975,-2516.47219218076
253.08,-639.286502568039,-2451.77162439077,-2516.4591692749
253.1,-639.287788724173,-2450.7651363931,-2514.44498921165
253.12,-640.2882779327,-2450.75970073601,-2513.43177708761
253.14,-641.289535413525,-2451.75562980516,-2514.41828140302
253.16,-640.289645354124,-2452.75129354102,-2515.40379929948
253.18,-640.290015793691,-2452.74609942894,-2515.39062399997
253.2,-641.289550129147,-2452.74007333725,-2515.37990092476
253.22,-641.287926196414,-2452.73488497,-2515.36730500934
253.24,-641.288078811232,-2452.72826349617,-2515.35506335805
253.26,-641.2869509755,-2452.72093110133,-2515.34264902277
253.28,-641.286144667875,-2452.71202175231,-2514.33141281393
253.3,-640.284283477445,-2452.70312720842,-2513.31920727923
253.32,-640.284147627194,-2452.69501301856,-2514.30830231703
253.34,-640.282781851464,-2452.68704903735,-2515.2988242172
253.36,-639.281436020757,-2452.67802059096,-2515.28984620573
253.38,-639.279437421333,-2452.66952759402,-2515.27931576839
253.4,-639.276709617641,-2452.66057245172,-2516.26992007612
253.42,-638.275299964315,-2452.65308228768,-2516.25975193319
253.44,-638.271764671442,-2452.64568646915,-2515.25017799931
253.46,-639.268612637722,-2452.63948345933,-2515.2398299849
253.48,-639.265365574731,-2452.63404612771,-2515.22976275398
253.5,-640.261936245617,-2452.6275192197,-2514.21719978369
253.52,-641.259581042777,-2452.62164387176,-2513.20252199547
253.54,-638.256364571078,-2450.61542185996,-2509.19048336781
253.56,-637.2545774877,-2448.60818213405,-2507.17793263394
253.58,-641.251343057137,-2451.60161553489,-2513.16603064091
253.6,-643.248327965375,-2454.59433954853,-2515.15327592389
253.62,-641.245514173658,-2452.58783540689,-2514.14023137704
253.64,-639.242778032273,-2450.58118718947,-2515.12554500476
253.66,-640.239970777134,-2451.57555781082,-2515.11073913765
253.68,-641.236696418718,-2452.57176387435,-2514.09645069016
253.7,-641.235857864154,-2452.56954782863,-2513.08217282037
253.72,-641.237080595285,-2451.56598814067,-2512.0680094146
253.74,-641.239064655163,-2449.56254736867,-2511.05431691123
253.76,-640.23734272655,-2449.55689248955,-2513.04115730159
253.78,-639.237441462748,-2449.55126790188,-2515.02763056412
253.8,-639.239504429178,-2449.54530514823,-2515.01435479478
253.82,-639.240303206191,-2450.54121545552,-2515.0020514177
253.84,-639.239254259826,-2450.53775226069,-2515.98897159803
253.86,-639.242012458071,-2450.53459492687,-2516.97575315242
253.88,-639.246366871996,-2451.53195911648,-2514.9646257919
253.9,-639.251130554948,-2452.52817689804,-2512.95522573154
253.92,-639.253911151011,-2452.5247125396,-2512.94452911161
253.94,-639.259347895411,-2451.51879047193,-2511.93315862899
253.96,-639.264133568313,-2450.51206021684,-2510.92219650425
253.98,-639.267982154748,-2450.50613046286,-2511.9109963535
254,-639.270684934902,-2450.49946210911,-2512.90070638286
254.02,-639.275630620948,-2450.49110264117,-2512.89023530569
254.04,-639.282111662516,-2451.48320296674,-2512.8792873343
254.06,-639.287743145602,-2452.477159078,-2512.86979125458
254.08,-639.294571725806,-2452.4705123909,-2511.86027667556
254.1,-639.302153570472,-2451.46356727812,-2510.85190796893
254.12,-639.310338849916,-2450.45548492405,-2510.84303794856
254.14,-639.32110352294,-2450.44611712315,-2509.8331237247
254.16,-639.333353488734,-2450.43827989186,-2509.82238672485
254.18,-639.344263560696,-2451.43149872827,-2509.81355499174
254.2,-639.35354732718,-2452.42440990016,-2508.80363177639
254.22,-639.360336689532,-2452.41830675556,-2508.79537132377
254.24,-640.368362832225,-2451.41246468959,-2508.78834464068
254.26,-640.376113719397,-2450.40768617404,-2509.78126515398
254.28,-640.383986217308,-2450.40290997295,-2512.77320540846
254.3,-637.401668430375,-2438.86452026186,-2516.61107956833
254.32,-633.950868022439,-2428.44535141705,-2518.23701321113
254.34,-632.500646056188,-2418.98906105028,-2520.04920417106
254.36,-631.596778241377,-2408.32939724451,-2523.37318603289
254.38,-628.303457790228,-2399.13762138794,-2527.32929603043
254.4,-619.312498360528,-2393.34893827683,-2529.0568717098
254.42,-609.661066732153,-2389.9915975754,-2529.82269894396
254.44,-599.657941094228,-2387.58379764132,-2531.44779728264
254.46,-595.157120968087,-2394.6373020203,-2531.38595992997
254.48,-594.732279821737,-2399.04220551523,-2532.17575518468
254.5,-598.276915384603,-2399.25256040122,-2534.07729949985
254.52,-600.465458244574,-2400.43451810888,-2534.96822642253
254.54,-601.864981567744,-2400.89838086412,-2535.96366066769
254.56,-602.856044992671,-2400.33956841867,-2538.32009728862
254.58,-603.828734648131,-2399.66126701742,-2540.06274988058
254.6,-605.177733437372,-2400.05137151483,-2541.94105089745
254.62,-606.917323136114,-2400.49893329086,-2543.71136850157
254.64,-608.455273880309,-2401.80505842879,-2545.52909275499
254.66,-608.61711387381,-2403.00395341243,-2547.34341356647
254.68,-609.515825409134,-2403.18748616399,-2548.2072174042
254.7,-611.336522828523,-2403.52161137065,-2548.802908752
254.72,-611.1592914697,-2404.10323365199,-2550.83629798042
254.74,-612.279665643223,-2403.98233108482,-2552.66848587399
254.76,-613.735413787881,-2404.14318198469,-2553.54482385421
254.78,-615.055914963189,-2405.37346281159,-2553.20479129919
254.8,-615.990477534171,-2406.22939135449,-2552.30939564466
254.82,-615.613271160593,-2406.78957876785,-2552.30517478496
254.84,-616.036537541149,-2407.23191473612,-2551.23568854921
254.86,-616.454487156648,-2407.8019822834,-2550.99302986812
254.88,-617.193379122091,-2408.52773024845,-2552.74399747018
254.9,-618.165513189424,-2409.68757906337,-2553.89876256285
254.92,-619.146582893357,-2411.09730996617,-2555.40458986114
254.94,-620.94336973964,-2412.43631780173,-2556.22916687959
254.96,-622.411589930269,-2414.21314164585,-2556.5662294073
254.98,-622.987682480474,-2415.58549598294,-2557.90959391181
255,-623.809912582626,-2415.63219352157,-2559.12329261209
255.02,-624.805058657301,-2414.46565303377,-2559.08213716618
255.04,-624.774913890937,-2414.20575576968,-2558.68053139737
255.06,-624.833206441239,-2414.04061916841,-2558.75545624468
255.08,-625.517982583799,-2414.04659037186,-2557.7520431082
255.1,-626.859535533965,-2414.1598507464,-2556.85123650088
255.12,-628.023164613372,-2413.30034727503,-2558.05818758724
255.14,-627.002572992242,-2414.47731471158,-2557.21674078686
255.16,-625.654696861318,-2415.86195762455,-2556.15437357735
255.18,-625.145946302234,-2416.44320990022,-2556.76100083617
255.2,-624.575711477653,-2416.200029046,-2556.06911550287
255.22,-623.939014720499,-2417.08367653459,-2555.27761830343
255.24,-623.441679568458,-2418.97323819541,-2554.73816212482
255.26,-624.112841380904,-2419.59621109214,-2555.36041037129
255.28,-623.859544029204,-2418.87125704212,-2555.10597864027
255.3,-622.620939553765,-2417.88444981744,-2552.9786791303
255.32,-622.556393993373,-2417.80157142065,-2552.0857979999
255.34,-622.670859058406,-2417.80253338842,-2552.06605077444
255.36,-623.843930739346,-2418.06951955136,-2552.32357256246
255.38,-623.980228308721,-2419.60292387464,-2551.55784531705
255.4,-625.199688425607,-2421.17055872091,-2550.02305494037
255.42,-625.285584677367,-2421.88116210552,-2544.62886773309
255.44,-626.951198557503,-2425.12666560477,-2546.6237037901
255.46,-626.40327042657,-2431.02304619101,-2548.35760853815
255.48,-625.010768761607,-2436.77222364889,-2539.18668971427
255.5,-627.618568654981,-2442.58083509378,-2530.78137600167
255.52,-629.283935487237,-2448.23642860004,-2525.08406046223
255.54,-631.293846540728,-2450.25726808558,-2523.02391561452
255.56,-633.64702116402,-2449.62114000155,-2520.66541593743
255.58,-635.901855057774,-2449.96959158987,-2518.3291349372
255.6,-638.048788831063,-2450.21125398797,-2516.0811504803
255.62,-639.126629016556,-2450.34310674611,-2514.86039842838
255.64,-639.194991557332,-2451.397647456,-2513.62741997476
255.66,-640.303666056241,-2452.42441625517,-2511.35653233347
255.68,-640.457170524358,-2452.44873355997,-2510.04305306377
255.7,-640.639525850494,-2452.4812585627,-2509.70146833655
255.72,-640.666875309614,-2451.48447032076,-2510.71277613871
255.74,-640.693601235155,-2450.49026967387,-2509.72429577038
255.76,-640.718652754818,-2451.494796164,-2508.73651767806
255.78,-641.742476734125,-2451.4987762631,-2508.74846902574
255.8,-642.766823496379,-2451.50447256164,-2509.75973206779
255.82,-641.78883818086,-2452.5097129367,-2510.77104026474
255.84,-640.811222814242,-2451.51518370251,-2510.78208822851
255.86,-640.834794035814,-2449.52205131374,-2510.79280463994
255.88,-641.858959277032,-2448.52784230538,-2510.80286096522
255.9,-641.884843619701,-2448.5319784794,-2510.81075129223
255.92,-641.912282144189,-2449.53556165778,-2509.81831874838
255.94,-643.939294018897,-2450.54008885081,-2508.82422652597
255.96,-643.9673370927,-2449.5449899075,-2509.8312390378
255.98,-642.995788429232,-2449.5473753269,-2510.83954186981
256,-643.02318453066,-2450.55070313649,-2511.84738941826
256.02,-642.051313501926,-2449.55382214305,-2511.85346331099
256.04,-642.079733082976,-2449.55706714574,-2510.85995775211
256.06,-643.106491469635,-2450.55857790519,-2510.86863729356
256.08,-643.133263748841,-2449.56194475341,-2509.8776878162
256.1,-643.159330000991,-2449.56655125608,-2509.88721100487
256.12,-643.186553773476,-2450.56978053202,-2509.89555346727
256.14,-643.213554921979,-2450.57227017206,-2509.90383487025
256.16,-643.240311407137,-2450.57526148566,-2510.91338414044
256.18,-643.267461020538,-2450.58020261432,-2510.92385339803
256.2,-643.293507972577,-2450.58645953395,-2510.93161602034
256.22,-642.320377200469,-2450.5916447038,-2511.94010012588
256.24,-642.347046389694,-2450.59762700231,-2511.94791643242
256.26,-643.372655605356,-2451.60473072521,-2510.95566602007
256.28,-642.398650914921,-2452.61077352633,-2509.96167136765
256.3,-641.42260681877,-2452.61586472902,-2508.9694855576
256.32,-642.445445993738,-2452.62020863427,-2509.9757009701
256.34,-643.469660399022,-2452.6255766723,-2510.98159043929
256.36,-642.493863694826,-2452.63177218234,-2511.98724055247
256.38,-641.515444182805,-2451.63528809556,-2512.99389038502
256.4,-642.536903707451,-2450.63839709546,-2512.99959148821
256.42,-642.555934257595,-2450.64279391038,-2513.006465761
256.44,-641.575345092813,-2450.64824311304,-2513.01217586846
256.46,-641.59324390115,-2450.65318872089,-2512.01900961107
256.48,-641.607909158305,-2450.65745493648,-2511.02622250407
256.5,-642.62260961703,-2450.66183504664,-2511.03568180493
256.52,-643.637224230222,-2449.66628663901,-2511.04667029829
256.54,-643.653078247775,-2449.67191484204,-2511.05687999317
256.56,-644.668443614255,-2450.67767319252,-2512.06827643499
256.58,-645.684171642476,-2449.68358356516,-2514.07904999748
256.6,-644.696537478193,-2449.68947218545,-2515.08922471792
256.62,-642.70999163853,-2450.69536963962,-2515.0996424804
256.64,-642.723076325367,-2450.70045931433,-2515.10904027222
256.66,-642.734886672724,-2450.70539323822,-2514.11818675048
256.68,-642.747669683034,-2450.7088322846,-2514.12749801026
256.7,-643.759177873574,-2450.7121691008,-2514.13738138299
256.72,-643.770302062679,-2450.71606125866,-2512.1484671613
256.74,-642.781247509191,-2450.72016632834,-2510.16008460815
256.76,-642.792672684014,-2450.72510835054,-2510.17233733873
256.78,-643.801974007531,-2450.72916712705,-2510.18637660021
256.8,-642.810269618857,-2450.7332685209,-2510.19971358982
256.82,-641.818574176802,-2449.73506856822,-2511.21184514259
256.84,-641.825523581795,-2448.73618232107,-2512.22346260618
256.86,-641.830133441699,-2448.73803280459,-2513.23452882218
256.88,-641.832081124912,-2449.73838293995,-2513.24617360784
256.9,-641.836643830741,-2449.73794716537,-2512.25767745921
256.92,-641.841387761143,-2449.73843637739,-2511.27197898909
256.94,-642.84549829974,-2451.73896758386,-2512.28723519921
256.96,-642.850122625541,-2451.73797464148,-2512.30294941522
256.98,-641.85622892211,-2450.73709942392,-2511.31876033316
257,-641.862246493282,-2451.73528706715,-2512.33407277584
257.02,-641.867119266162,-2452.73501853517,-2513.34927975843
257.04,-641.870429223041,-2452.73376375797,-2513.36397141494
257.06,-640.876104599373,-2451.73268603458,-2513.37573855792
257.08,-639.881024603499,-2451.73144280223,-2513.38739535567
257.1,-639.886306418864,-2452.72919928517,-2513.39685766138
257.12,-640.889559656116,-2452.72804359243,-2513.40467397119
257.14,-640.891825611449,-2452.72726408021,-2512.41316883178
257.16,-640.891993128794,-2451.72498321914,-2511.4220269638
257.18,-641.891845853347,-2450.72364007387,-2511.43051788391
257.2,-641.892657045344,-2449.72148985962,-2511.43943477007
257.22,-641.896064129731,-2449.71670299915,-2511.44592382461
257.24,-641.900279171214,-2450.71051065693,-2511.45363898445
257.26,-642.90230774902,-2450.70249756998,-2511.46179768496
257.28,-643.903472752093,-2450.69394791296,-2511.47028243999
257.3,-643.901866879887,-2449.68478872698,-2511.47864835117
257.32,-643.900435333304,-2449.67431642388,-2511.48736235996
257.34,-642.896947254903,-2450.66402802135,-2511.49486302334
257.36,-641.891956930215,-2450.6550361601,-2511.50114789674
257.38,-642.885718688186,-2450.6438290053,-2512.50614143071
257.4,-642.878310128322,-2451.63371008018,-2514.51032036967
257.42,-642.868590611055,-2451.6249615899,-2515.5134035014
257.44,-643.857885265552,-2450.61698719573,-2515.51602011564
257.46,-643.846503895056,-2450.60968643193,-2515.51887715468
257.48,-642.837275259233,-2450.60216607872,-2515.52304733182
257.5,-640.829368647735,-2451.59374209435,-2514.52712526792
257.52,-640.820163992568,-2452.58349735337,-2513.53153546664
257.54,-641.810027425203,-2451.57380102564,-2513.53395283452
257.56,-642.799922933818,-2450.56386666884,-2513.53739701733
257.58,-644.790864502551,-2450.55460009078,-2512.54120701794
257.6,-645.78156748775,-2450.54436734675,-2511.54486111409
257.62,-645.773450442898,-2450.53280253506,-2512.5480079404
257.64,-645.765983190995,-2450.52146587125,-2514.55126110659
257.66,-642.087254318906,-2442.64892319121,-2518.33964484181
257.68,-637.988726915134,-2435.61897249827,-2521.39022362201
257.7,-631.971937874894,-2430.50115983745,-2523.90144121908
257.72,-630.912528244783,-2421.57921287929,-2528.66280105585
257.74,-630.102286666723,-2413.64037076347,-2534.67120276844
257.76,-621.338221354083,-2412.13299130098,-2534.13552224449
257.78,-612.094747417687,-2412.38036002666,-2531.38929250542
257.8,-610.995715750277,-2408.86762124047,-2533.88192019235
257.82,-614.11272451655,-2410.32920207739,-2536.22772906501
257.84,-616.597570594592,-2411.757465344,-2539.29586592116
257.86,-617.877663679387,-2414.09395789,-2541.36870507288
257.88,-619.339587478691,-2414.51866172102,-2543.251997621
257.9,-620.709811068929,-2413.99663563014,-2546.19797794374
257.92,-622.094090641559,-2414.78368569441,-2547.65074721844
257.94,-624.236016949731,-2414.76039575116,-2545.76503766743
257.96,-626.196997603375,-2416.54176120037,-2542.41699448498
257.98,-627.221733439161,-2415.45036267547,-2546.51055300928
258,-628.270955510754,-2414.53329265227,-2552.5527639417
258.02,-627.067450349395,-2419.55481167136,-2554.78434145327
258.04,-625.72402633963,-2420.57341434628,-2554.96346884291
258.06,-626.550501697916,-2418.64846031293,-2551.99743267362
258.08,-627.686124704204,-2418.41790878034,-2552.2287686773
258.1,-628.621882573174,-2418.76092399697,-2554.2060894215
258.12,-629.419804863391,-2418.78217942045,-2553.99411049739
258.14,-631.215860244339,-2417.61945813412,-2553.74982840117
258.16,-632.974742502726,-2416.61908684032,-2553.90389958121
258.18,-632.973820092198,-2417.8773854288,-2553.76950990755
258.2,-632.642199634868,-2418.38390940047,-2554.52707068146
258.22,-631.211932804606,-2418.11621861539,-2554.13673345842
258.24,-629.683576024504,-2417.86525613686,-2552.65933937477
258.26,-629.06922469545,-2417.41208059674,-2553.10814809833
258.28,-627.768154666493,-2417.8237220775,-2552.7717868343
258.3,-626.757451569501,-2418.13422448921,-2550.6682498746
258.32,-627.682700877808,-2418.43921447683,-2548.33701310701
258.34,-629.747768243164,-2418.72587713778,-2547.14170099615
258.36,-632.365879415687,-2420.15302355428,-2544.3414896568
258.38,-633.571847113919,-2423.82893365055,-2538.1320532696
258.4,-634.963533480637,-2429.8748868019,-2529.59336403722
258.42,-637.197265670308,-2434.66924716126,-2525.39931584868
258.44,-639.069140892095,-2437.37253342773,-2522.03617321812
258.46,-640.371034673842,-2437.9939839055,-2518.56676918401
258.48,-641.220790452383,-2438.13118908061,-2517.61577457811
258.5,-641.041677574718,-2438.20639065629,-2516.6700724837
258.52,-640.872522110649,-2437.244651571,-2514.69025530805
258.54,-642.716511541121,-2436.26399124088,-2513.69515854623
258.56,-642.713078484494,-2435.25957142864,-2512.69267141525
258.58,-641.708771142654,-2434.25416025019,-2511.68882697603
258.6,-641.704957114724,-2434.24821821463,-2511.68535130472
258.62,-642.700620140534,-2434.24376070902,-2511.68304347369
258.64,-643.695519690476,-2433.23946089287,-2511.68021183627
258.66,-642.689496742677,-2432.23526522797,-2510.67708801337
258.68,-642.682325778899,-2432.22997863919,-2509.67357892954
258.7,-643.67621681372,-2432.22582960263,-2509.66864924037
258.72,-642.668994802457,-2431.22250727561,-2509.66243787668
258.74,-641.662164672761,-2430.21676407818,-2509.65598175429
258.76,-641.655105611308,-2430.21177764445,-2508.64991531932
258.78,-641.649262866776,-2430.20688864407,-2507.64412356328
258.8,-642.644396211707,-2429.20074509257,-2506.63886268813
258.82,-643.640469332677,-2428.19422158755,-2504.63226967208
258.84,-643.635488812918,-2427.18750546997,-2503.62680589751
258.86,-643.62812111367,-2426.17985778573,-2504.62309722639
258.88,-643.619930769401,-2426.17430425592,-2505.62024484467
258.9,-643.612237028735,-2425.16963598291,-2505.618471445
258.92,-644.601160581153,-2423.16522179578,-2504.61783282446
258.94,-646.589810581926,-2424.1604606615,-2502.61740202079
258.96,-649.578489471625,-2424.15522426505,-2503.6159891018
258.98,-649.565975043824,-2419.15075631571,-2505.61498474822
259,-647.554500284441,-2414.14634427343,-2505.61461130908
259.02,-649.541112465325,-2414.13908093364,-2501.61617723284
259.04,-653.525602308912,-2417.13168030795,-2501.61784206678
259.06,-651.510800345086,-2417.12530764168,-2503.61727711967
259.08,-648.495620412075,-2416.11839197783,-2499.61623348289
259.1,-649.481197083183,-2416.10833245599,-2496.61626420759
259.12,-649.4660915912,-2415.09940942721,-2495.61677163206
259.14,-649.450000211532,-2413.08907437093,-2495.61741849666
259.16,-649.434298057073,-2411.07662517027,-2495.61661611449
259.18,-649.417966737644,-2410.06209936753,-2495.61486966628
259.2,-649.401477817245,-2409.04605632067,-2495.61563301981
259.22,-650.383935832982,-2408.03135430137,-2495.61665185524
259.24,-651.362585069085,-2408.01629718358,-2494.61941734876
259.26,-652.345349784551,-2408,-2492.62207472796
259.28,-652,-2409,-2489
259.3,-653,-2407,-2488
259.32,-655,-2405,-2488
259.34,-656,-2403,-2488
259.36,-656,-2403,-2487
259.38,-657,-2401,-2483
259.4,-658,-2398,-2480
259.42,-659,-2398,-2482
259.44,-660,-2398,-2486
259.46,-659,-2398,-2484
259.48,-659,-2398,-2480
259.5,-660,-2397,-2480
259.52,-661,-2396,-2479
259.54,-662,-2395,-2477
259.56,-662,-2394,-2476
259.58,-663,-2393,-2475
259.6,-665,-2391,-2474
259.62,-667,-2390,-2473
259.64,-668,-2389,-2472
259.66,-669,-2388,-2472
259.68,-671,-2388,-2471
259.7,-672,-2388,-2469
259.72,-673,-2387,-2466
259.74,-674,-2386,-2464
259.76,-675,-2385,-2464
259.78,-676,-2383,-2464
259.8,-677,-2382,-2463
259.82,-678,-2381,-2462
259.84,-680,-2380,-2462
259.86,-683,-2379,-2461
259.88,-685,-2378,-2459
259.9,-687,-2378,-2457
259.92,-689,-2378,-2456
259.94,-691,-2377,-2456
259.96,-693,-2376,-2456
259.98,-695,-2375,-2455
260,-696,-2373,-2454
260.02,-697,-2372,-2454
260.04,-699,-2371,-2453
260.06,-701,-2370,-2451
260.08,-703,-2370,-2449
260.1,-705,-2370,-2448
260.12,-706,-2370,-2448
260.14,-707,-2370,-2449
260.16,-709,-2369,-2448
260.18,-711,-2368,-2446
260.2,-713,-2367,-2446
260.22,-716,-2366,-2445
260.24,-718,-2366,-2444
260.26,-719,-2366,-2443
260.28,-722,-2366,-2441
260.3,-725,-2366,-2440
260.32,-728,-2366,-2440
260.34,-731,-2366,-2439
260.36,-733,-2366,-2438
260.38,-735,-2366,-2438
260.4,-738,-2366,-2437
260.42,-741,-2366,-2436
260.44,-743,-2366,-2436
260.46,-745,-2366,-2436
260.48,-747,-2366,-2436
260.5,-751,-2366,-2435
260.52,-755,-2366,-2433
260.54,-758,-2366,-2431
260.56,-762,-2366,-2429
260.58,-765,-2366,-2427
260.6,-768,-2366,-2426
260.62,-771,-2366,-2426
260.64,-774,-2367,-2426
260.66,-778,-2368,-2426
260.68,-782,-2369,-2426
260.7,-786,-2370,-2425
260.72,-789,-2370,-2424
260.74,-791,-2370,-2423
260.76,-794,-2371,-2422
260.78,-797,-2373,-2422
260.8,-800,-2376,-2422
260.82,-803,-2378,-2423
260.84,-807,-2378,-2424
260.86,-812,-2378,-2425
260.88,-815,-2378,-2426
260.9,-818,-2378,-2426
260.92,-822,-2379,-2426
260.94,-827,-2382,-2426
260.96,-833,-2385,-2426
