u,x_norm,y_norm,z_norm
0.4811715481171548,0.9530201342281849,0.9205882352940724,0.8767361111111128
0.4853556485355648,0.9463087248322095,0.9205882352940724,0.880208333333334
0.48953974895397484,0.9463087248322095,0.9205882352940724,0.880208333333334
0.4937238493723849,0.9463087248322095,0.9235294117646874,0.8802083333333361
0.49790794979079495,0.9395973154362341,0.9352941176470589,0.880208333333334
0.502092050209205,0.9530201342281849,0.9470588235294306,0.8836805555555574
0.506276150627615,0.9530201342281849,0.9529411764705723,0.8819444444444458
0.5104602510460251,0.9530201342281849,0.9529411764705429,0.8767361111111106
0.5146443514644351,0.9597315436241604,0.958823529411714,0.8836805555555552
0.5188284518828451,0.9597315436241604,0.9529411764705135,0.8819444444444458
0.5230125523012552,0.9664429530201357,0.9647058823529145,0.8784722222222223
0.5271966527196652,0.9798657718120822,0.9647058823528851,0.8750000000000011
0.5313807531380753,0.9865771812080535,0.964705882352944,0.8784722222222244
0.5355648535564853,0.9865771812080535,0.964705882352944,0.8750000000000011
0.5397489539748953,0.9865771812080535,0.9529411764705723,0.8750000000000011
0.5439330543933054,0.9932885906040246,0.9529411764705723,0.8819444444444458
0.5481171548117154,0.9932885906040246,0.9529411764705723,0.8784722222222223
0.5523012552301255,0.9932885906040246,0.9529411764705723,0.8836805555555552
0.5564853556485355,0.9932885906040289,0.964705882352944,0.8836805555555552
0.5606694560669455,0.9932885906040289,0.9647058823528851,0.8819444444444458
0.5648535564853556,0.9932885906040289,0.958823529411714,0.8836805555555552
0.5690376569037656,0.9932885906040289,0.9470588235293718,0.8906249999999999
0.5732217573221757,0.9932885906040289,0.9529411764705723,0.9045138888888891
0.5774058577405857,0.9932885906040289,0.9470588235293718,0.8993055555555584
0.5815899581589957,0.9932885906040289,0.9529411764705429,0.9027777777777775
0.5857740585774058,1.0,0.958823529411714,0.9045138888888891
0.5899581589958158,1.0,0.9529411764705135,0.9010416666666679
0.5941422594142259,1.0,0.9529411764705429,0.9045138888888913
0.5983263598326359,1.0,0.9588235294117434,0.8975694444444466
0.6025104602510459,1.0,0.9588235294117728,0.9045138888888913
0.606694560669456,1.0,0.9588235294117728,0.8993055555555584
0.610878661087866,1.0,0.9705882352941151,0.8993055555555561
0.6150627615062761,1.0,0.9764705882352567,0.9027777777777796
0.6192468619246861,0.9932885906040246,0.9764705882352567,0.890625000000002
0.6234309623430961,0.9932885906040246,0.9823529411764572,0.8958333333333349
0.6276150627615062,0.9932885906040246,0.9882352941176578,0.9062500000000008
0.6317991631799162,0.9932885906040246,0.9882352941176283,0.9045138888888913
0.6359832635983264,0.9932885906040289,0.9941176470588289,0.9010416666666657
0.6401673640167364,0.9932885906040289,0.9941176470587995,0.9027777777777752
0.6443514644351463,0.9932885906040289,0.9882352941176283,0.9010416666666657
0.6485355648535565,0.9932885906040289,0.9882352941176283,0.9010416666666657
0.6527196652719665,0.9932885906040289,0.9882352941175989,0.9097222222222242
0.6569037656903766,0.9932885906040289,0.9882352941176283,0.9097222222222242
0.6610878661087866,0.9865771812080535,0.9882352941176283,0.9097222222222242
0.6652719665271966,0.9932885906040246,0.9882352941176283,0.9149305555555571
0.6694560669456067,0.9932885906040246,0.9823529411764278,0.9114583333333316
0.6736401673640167,0.9932885906040246,0.9823529411764572,0.9114583333333316
